x,y,title,User,Category,Description,Installations,Score,image
5.0117126,11.484369,ABC Kids PreSchool Learning,Children,Literacy - English / ABCs,"ABC kids Preschool learning Games for Kids A-Z (500+ Worksheets) is an educational games for toddler baby to learn basic tracing starting from ABCs alphabet learning, lines, phonics games, trace numbers 123(1 to 10) and shapes & colors. 

ABC Kids ...","10,000",n/a,https://play-lh.googleusercontent.com/mdwAIy_S_QbUd2r0Atj13bndwQoWnQQHic6ZRLeRle0mWHTCcGRL0PGBBISUghy-rw
0.98498756,10.778221,Animal sounds. Learn animals names for kids,Children,General play,"The largest zoo of animals for kids!!!  Works offline Full Free! I’d like to mention once again, the app is completely free, because I made it for my little daughter. Voiced in English, Spanish, Hindi, Russian and other.

It’s like a children’s pho...","1,000,000",4.95,https://play-lh.googleusercontent.com/pUO080cUD5nodnM9IiRcxcFqh25AcaJ3Bf7LS25EEWc8EwagIYie3Pprg6SOn7Q7FQ
2.1180868,9.243819,Toddler's Audio Player: music and stories for kids,Children,General play,"Your kids want to choose music by themselves, but they can't read yet? This app is a kid friendly music player with parental controls.

Add tracks from your device or Internet to Toddler's Audio Player, assign images and switch to the child mode. T...","10,000",n/a,https://play-lh.googleusercontent.com/uWWV18NpVPP3SP9A1zsLE3pFxZc_mUmK_4K-INK64rqVdcLKuP6VgktMoqfNGbRx83Y
-0.7696438,6.2415085,Lovebug,Parents,Helping babies to sleep,"Lovebug provides you with a baby nap schedule, over 100 video lessons with pediatric sleep coaches, a baby tracker and many more tools to make baby sleep a breeze. Researching and planning your baby’s sleep is now one less thing you have to worry abo...","1,000",n/a,https://play-lh.googleusercontent.com/qxTCg4OPZnInzpdAdAHjEYH73UkGKunPL7pCSXvbNhO-ZI9jfC7Y1jBdmYgfSun2a2Q
5.007735,10.352841,Jolly Phonics Songs,Children,Literacy - English / ABCs,"All our hugely popular songs from Jolly Phonics are now available in one fun app, which includes the actions too! Children will love learning their letter sounds by singing along to the Jolly Songs and doing the actions. Being able to identify the le...","5,000",4.62,https://play-lh.googleusercontent.com/cfyo7OfYrtYasRMD36kMEvwSLqGILzv2v6Pwm3EZkcl73Q1uDSg-dQhgb3Rh_DEpJpk
-1.393052,7.953118,Lullaby for Babies,Parents,Helping babies to sleep,"The lullabies are intended for parents who want to quickly put their children to sleep.
If your baby is crying, has trouble falling asleep or to calm down before bedtime, try the our lullabies to put the children to sleep.

Lullabies, lullaby lyri...","1,000,000",4.89,https://play-lh.googleusercontent.com/u-i-LbX4nsQ-rn40MNNARrpji9gmaq-Vtw1kxMVrzzPXOf2OlVf2vEg9hM32m9b9eMk
1.8731724,8.019325,Mother Goose Club: Nursery Rhymes & Learning Games,Children,General play,"Transform screen time into a fun learning experience with Mother Goose Club!

We've developed a great app using song, rhyme, play and dance, to bring preschool to the world. From babies to young children this is the ideal first app, with:

• Excl...","100,000",3.59,https://play-lh.googleusercontent.com/dLhDFvN_FA9rI-lT9Z-SxYJJBydKPKbUj88D_85PEZIJedkd2SuSb1cmGYhgpd_aKw8
1.9537286,9.800926,Little Hospital,Children,General play,"EXPERIENCE A HOSPITAL
Meet doctors, nurses, dentists and flower shop keepers. Try out the X-ray, drive an ambulance and save some kids after a crash with their skateboards. 
 
DISCOVER & EXPLORE
In Little Hospital kids can discover a busy medical...","1,000,000",3.05,https://play-lh.googleusercontent.com/MPcig4IfjqXBZ4DwIyA3JrezKPJ1XOaYoJ4pXrfLchiJtvBYyFptgwibwhRoajCIggU
3.506992,10.453124,Kids Academy Talented & Gifted,Children,Learning play,"COPPA and FERPA compliant, 100% safe with parental control and no ads.

Based on tried-and-true approaches to preschool education, Kids Academy's Early Learning Center is educational apps for kids from 2 to 10. It develops reading, writing, and mat...","100,000",3.92,https://play-lh.googleusercontent.com/AUI0GA0aFJpfNGJYoil0Pf46VqfadXXhLPHI_X9WEzJYqcoJpgOawFSYwmQYft9UeNc
-0.17142965,9.761485,Toddler puzzle games for kids,Children,General play,"Fun and educational app for children between the ages 1-5 years! This amazing learning game will definitely be enjoyed by kindergarten and preschool children. Designed for both boys and girls.

Every vehicle will take you on a little adventure wher...","500,000",2.57,https://play-lh.googleusercontent.com/iu52nNNDdr8P3AaczjYFxSFszAd0cfJkMGMmsUSOi5YVNC15ObXGb4-YuvZ810YU9Ig
0.9793044,3.917043,GLOW. Pregnancy & Baby Tracker + Baby Registry App,Parents,Pregnancy tracking,"Pregnancy? Countdown baby and track pregnancy with Glow Nurture!

Glow Nurture is an amazing pregnancy tracker app. It gives you everything you need during your pregnancy, including daily updates on baby size, baby development milestones, baby coun...","1,000,000",4.45,https://play-lh.googleusercontent.com/gl90jcmcllbj_plLDgNO2YgaoJwV0gOJ4l2c9T_8ZG-STWjQ9bsVhpI7Ul0cgiKSFA
2.8584154,11.831493,Toddler educational games,Children,Learning play,"Toddler educational games include puzzles for toddlers that will help to develop their coordination, attention, logic and motor skills.

The game for toddlers with various puzzles that are suitable for both boys and girls. 

Experts believe that ...","1,000,000",4.06,https://play-lh.googleusercontent.com/CbtzUrRupVBHt6UIO94jpHH3AH-NZcMHwLZVQX9lqsvT2XoXJHIRG5Bd_WqHlZoDK4Y
-1.1768863,7.803912,Atmosphere: Lullaby Music for Babies,Parents,Helping babies to sleep,"Lullabies are one of the most common things known among people since ancient times and have existed in almost every culture. Lullabies soothe babies and calm them to sleep. Thus, infants develop a lot of attachment to some particular lullaby if a mot...","10,000",4.92,https://play-lh.googleusercontent.com/4rGEuC832EsDIJflUpalwSClJ78PoJrXAUHuqbrpUTTgm511Er-EOjX2SWcmMRwH_eE
0.06716416,5.774907,Louenna,Parents,Tracking babies' rhythms,"Louenna is the ‘Nanny in Your Pocket’ app giving parents everything they need to prepare for and care for their babies and children. Whenever you have a question about your baby or child, the app has the answer. Featuring over 250 chapters, video dem...","5,000",4.2,https://play-lh.googleusercontent.com/1JZKaxvIFcVcZKHPzhtGs1jR60TITd_A8mfCJPSVc72LQ8yOntz0y-BxGmKFWuzHhhS_
1.3862385,9.297414,Sago Mini World: Kids Games,Children,General play,"THE PERFECT APP FOR PRESCHOOLERS
Discover hours of creative, interactive play with 40+ award-winning games in one app! Little ones aged 2-5 play, build, create, and pretend with thoughtfully designed games that spark imagination and curiosity. 

*...","5,000,000",3.96,https://play-lh.googleusercontent.com/eWJTKZLBAvT32G4ahnMEGH3FYRPxODwGgg0QWm8n9Ua-PqYP_BNYb4fXlPGXfETvoVA
2.7644982,11.176404,Kid-E-Cats: Games for Toddlers,Children,Learning play,"Do you like cats game for kids? Then these kitty games for babies are for you! 😺 Kids learning games free! This game for kid will be very useful in learning! 🤓📚

One, two, three, four, five 
Kittens going on a hike!
Doubts aside, no second though...","1,000,000",2.67,https://play-lh.googleusercontent.com/r21X1ebJwMR9IINOxovThXALJmYPAtHvw2WmjiRuhGzgfI0EWJwZ4NxSL2DACsBkHvM
1.1706393,11.327535,Learn Animals for Kids – Preschool Learning,Children,General play,"Are you ready to help your little one learn about forest, grassland, desert, polar, ocean animals, pet animals and other types of animals through an animal learning app? How about offering interactive learning experience to kids through educational v...","10,000",n/a,https://play-lh.googleusercontent.com/yoplyO71v-IAoR8FZTty7mq282a26JchIlEDrAPRjrx8fTkyDGWtQoQUqM7jwsOeVOJm
0.7480383,12.941578,Kids Coloring & Kids Drawing – Coloring Book,Children,Drawing and colouring,"""✨If you wonder how your kids should spend their time while you have to finish some job, the coloring game is here to help you. This amusing application is made for children in aim to fulfil their time in creative, fun and interesting way. It represe...","100,000",4.44,https://play-lh.googleusercontent.com/NeIuaJmSaH6CMCqo5imoaXKV5SYY-L9UIlf7Q00d37VFnGeCpLV4DdNswe7--p5bnw
0.8526931,10.347891,Toca Life: Pets,Children,General play,"Welcome to Toca Life: Pets, where you and your animal friends run the show! What’s your favorite pet like? Furry and fast? Wet and wiggly? A little bit creepy? With more than 120 animals, Toca Life: Pets has every kind of pet you can imagine.

EXPL...","100,000",4.38,https://play-lh.googleusercontent.com/p7YpblT5hZVXKMqFS5Gpm_12ZFsZOtv2kFabQBSsd14xlOjeWuIvKl1xXMHzfYvKcug
4.7180657,13.195695,Learn numbers for toddlers. Number tracing app,Children,Numeracy development,"Learn numbers with an educational game for kids and toddlers, that provides for children a chance to learn preschool math, numbers from 1 to 20, counting and tracing numbers on the screen. This helps kids enjoy the learning numbers process at an earl...","10,000",n/a,https://play-lh.googleusercontent.com/15mjX15VjEBssvvepYqI8gM59-mdeYMKrQG4XY5FGQSiy6267Bx23e4TyCgNVtPd38U
3.635602,10.821675,Montessori Preschool Games,Children,Learning play,"Montessori Preschool Games is a comprehensive play and learning app that helps kids learn their ABCs, numbers, counting, shapes, math, organizing, tracing, hand-eye coordination, and more. Your child will be able to practice thousands of new words, l...","10,000",n/a,https://play-lh.googleusercontent.com/DxqzMKbpX2FHOPd62AQ46B-3M_mWfbuNJBC4CgvpmBRwRlAeNFD5_zsL4RmZZ71_RUk
-0.67605543,4.755412,"Baby Feed Timer, Breastfeeding",Parents,Tracking babies' rhythms,"Designed by and for breastfeeding mothers who want to track when and for how long their baby feeds, including a useful reminder for when a feed is due. It even tells you which breast to start on! 

Breastfeeding or Bottle feeding and trying to keep...","50,000",4.72,https://play-lh.googleusercontent.com/XZ0K_GfZkZIpHVnRIwSYpIPuQ4oJYXeClNWdqxb7WCkQXJxR6h-tCV2u_ggqd0MZ5a4
4.1880956,8.751041,Speech Blubs: Language Therapy,Children,Learning play,"Do you need more proof? Check out the featured stories on Speech Blubs in Thrive Magazine, Autism Parenting, Brisbane Kids, Speech Chick Therapy, Beautiful Speech Life, and The Speech Teacher. Speech Blubs was also honored by winning the Social Impac...","1,000,000",3.56,https://play-lh.googleusercontent.com/qQ9w2JqWZERLeXhQr_RiE-DgAqxpet3zHVB3GLDHsI6MhiHC2uiQfeIwVdE9YVtd6BE
4.591193,12.493671,Learning numbers and counting for kids,Children,Numeracy development,"We present an educational application for kids that will help them learn numbers together with funny characters, as well as teach them how to count and perform simple mathematical operations. 

Funny and bright pictures are waiting for the kids, so...","100,000",n/a,https://play-lh.googleusercontent.com/RqoQNfi9SoWktAJLAI2Uss7godSnsyH8_vQpOebNFp-rnQS2S65J-t57_qZKVC5UMMsB
-1.5168091,7.120808,Sound Sleeper - White Noise,Parents,Helping babies to sleep,"Get to sleep quickly and sleep well through the night.
Features:
- white noise sounds including fan, vacuum cleaner, rain, womb, and more…
- sound self-activates at first cry – you might not even have to get out of bed to soothe your baby!
- reco...","500,000",4.7,https://play-lh.googleusercontent.com/JOlSQxngnnsIRB1Ko1ogaUpRd2FY5S5JlfJXP5jen_sIAPd6i0T9-XoriDIS33y6KAM
1.9943169,10.052851,True Wishes,Children,General play,"True shares her wonderful Wishes with you! Join True in playing bright, fun-filled activities!

The Rainbow Kingdom awaits! True welcomes you to the Rainbow Kingdom, and needs your help! Choose any of True's seven wish friends and tap, swipe, stack...","10,000",4.29,https://play-lh.googleusercontent.com/-vFux1qL6CDcPQeSqkT_PbDtu2aoepGJAhqa7qg3UCzmiSx_t3zxyV2JZI3e9PbrUVE
5.3313437,12.585692,123 for Kids | Number Flashcard Preschool Toddlers,Children,Numeracy development,"123 For Kids is a Numbers Flashcards App, containing ideal amount of undistracted information to help memorizing the numbers’ shapes for children of 8 months to 5 years. 123 For Kids is specially designed to cater the needs of parents to memorize the...","50,000",n/a,https://play-lh.googleusercontent.com/gn0Zn23vVFryWE71lyNdxNGWThHP9IJBu4Ltla6WUCJ25KJuLmIuBZDqNu9Y_gLk8qY_
1.9349568,0.4706825,Clue Period & Cycle Tracker,Parents,Fertility tracking,"Track your period, discover patterns in your menstrual cycle, and learn how your body works – with Clue. 

Clue is more than just a period tracker. The app uses science and data to help you learn how your menstrual cycle affects your mind and body....","10,000,000",4.57,https://play-lh.googleusercontent.com/FGULXsKpMz-SctALJKzI8WZ8-IZjvI3_pdltt1JCXeQ-ES-K9k4tgvPpUUFaEaCG8es
2.3177893,11.769019,Jack's House - Games for kids!,Children,Learning play,"Funny life situations of little Jack will teach your child in the easiest form! The game develops logic, attention, memory and color perception. Excellent graphics, lots of animation, phonic voice, lively music and funny sounds will not get you bored...","1,000",4.0,https://play-lh.googleusercontent.com/SDQw1grj2IwjIWwux5llYbSDk_GsxUP5GMt9E3jO6GqfWTj_VtmZlWP0gsimrmKg9Q
1.9966134,5.646387,Baby Pics Free,Parents,Baby photos,"Capture your precious moments and turn them into ever lasting memories. Baby Story App makes your pregnancy, baby pics, and baby milestones into beautiful visual stories. 

Parents-to-be & new parents, Baby Pics app is made for you!

Capture prec...","1,000,000",4.87,https://play-lh.googleusercontent.com/FbUaf1x51GDVpAJM_rcz9LT6o8y1FF9GP5tBwORllL6vLGGjpKLUyB_k3kkGITBtAw
-1.5675807,7.693223,Lullabo: Lullaby for Babies,Parents,Helping babies to sleep,"Lullabo contains a carefully selected collection of soothing lullabies and white noise for babies or toddlers.

It can help you to put your baby to sleep faster and prevent unintentional sleep interruptions. The lullabies can be played simultaneous...","500,000",4.85,https://play-lh.googleusercontent.com/1M_lQVeyWxXHWZlCPIYyh0CSPEMxOOnVIinZ07Ohr08oxI4jneWEDI5Ym6jmyhcpAuPl
1.4307375,4.524089,Bounty Pregnancy and Baby App,Parents,Pregnancy tracking,"The Bounty Pregnancy App & Baby Tracker App is both a pregnancy countdown app when you are expecting and a parenting app for with a baby development tracker for new parents once you have given birth.

--- EVERYTHING YOU NEED DURING YOUR PREGNANCY A...","500,000",4.76,https://play-lh.googleusercontent.com/fBJs-OoL6PuZkdBDU-l161nJ8hJ11RGt5oVbhRWE8px1dwoPLk8c5BXNaApbG3aQBA
-1.1274014,7.6191635,Relax Baby Music Lullaby Songs,Parents,Helping babies to sleep,Relaxing Lullabies Music and Songs with sleep sounds all packed in a single app. Relaxing sounds brings together a variety of different Meditation views to choose according to your mood. With the HD audio and relaxing wallpapers you will feel like yo...,"5,000",n/a,https://play-lh.googleusercontent.com/yRIihtFSxHqwSlY-LP8SCwHxZlaefwWot6AJ_z2hd4XQlXUC8-70e7gjVXmIH0CyJ28p
2.709932,10.209175,Baby Games: 2-4 year old Kids,Children,Learning play,"15 games for 2,3,4 year olds. Keep your toddlers occupied with 15 different educational baby games, which will help them learn and improve their skills while having a great fun. 

Preschool games give our babies lots of interactive learning time, s...","10,000,000",4.73,https://play-lh.googleusercontent.com/srzSBHEi77AHVKXOYNsLJJYBFlUuPdCveLP-QxXwQNUJeP5s1SpFhOGEWFPV2EDzOgFP
2.0329933,11.641873,Puzzloo - Educational Games for Kids,Children,Learning play,"Puzzloo - Educational Activities for Kids is a great game! In addition to entertaining and entertaining, it also helps in pedagogical development by encouraging attention, memorization, agility, number counting, separation methods, among other skills...","1,000",n/a,https://play-lh.googleusercontent.com/b_uCfH3QNrgd0j_8ttwyIOx9WQwO8ttXk2SSceKV4gB-dlIt5H9ULN_b6IaYHvOa5Q
2.9085398,9.910337,Smile and Learn,Children,Learning play,"Smile and Learn is an app for children age 3 to 12,  including more than 7,500 educational activities, games, interactive stories and videos for kids age 3 to 12. 

 Our goal is for your kids to develop and strengthen their multiple intelligences a...","100,000",n/a,https://play-lh.googleusercontent.com/sw97SZv6oI4hAPUazCxja-HBOt6b4SeSxJA_eCBI8Y1-ZCjDc8t3bH-n0d2O1R5cZ3Dx
1.3511437,12.138486,Animals Puzzle for Kids: Preschool,Children,General play,"Do your kids love animals and puzzles and looking puzzle games for kids? Look no further. Animals Puzzle for Kids is a fun animated puzzle game for toddlers including those with autism, preschoolers, and children from ages 1 to 6. These puzzle games ...","1,000,000",3.94,https://play-lh.googleusercontent.com/c-LudXmWTHU8ZlDELoogsxcMnR0xcMxnYWIurDDPu_Nr7KgOgQrkOSs-l6scPpqkgg
2.3709192,0.57840395,Period Calendar Period Tracker,Parents,Fertility tracking,"★The rating 4.9★ period calendar!

Popular in 63 Countries.
Trusted by 100 million Android Users.

Keep track of your menstrual cycles with Period Calendar. It tracks your periods, cycles, ovulation and the chance of conception. Period tracker h...","100,000,000",4.93,https://play-lh.googleusercontent.com/3T6je2roer04CrMNWfJ1CT3VWuAWOo_qadovMi667wJ8W0DXyDflloB5aT7H9laqXvE
5.4996867,8.281802,Learn French Vocabulary - Kids,Children,Literacy - non-English,"Welcome to ""Chick - Learn French"", a learning app for kids , beginners and starters from 2 to 8 years of age, through which they will learn french in a fun, playful way.

Download the app and enjoy its content!

Topics
★ Alphabet 
★ Numbers
★ ...","100,000",4.63,https://play-lh.googleusercontent.com/AWPkOF1xiHYgnmKveI_rRZRkMb_5zSmlRe8ZsEcfHvg-gLOemXxxotVF1kbvKT4Z6Q
1.5394996,8.451365,BabyBeats™ Early Intervention Resource,Children,General play,"Parents may feel lots of different emotions following the diagnosis of their child’s hearing loss. It can be an emotional and  challenging time and many parents ask, “How can I support my child right now?”      
                                     ...","5,000",n/a,https://play-lh.googleusercontent.com/746CPE2bVlqIZEOQFMXkWUVZKmug-rh4bWGYv_SRvEHCOt2MaDncRSVt9_YhpUtXmac
0.51274675,9.483662,Sago Mini Planes Adventure,Children,General play,"Try before you buy!* Play Planes Adventure free 6 times, no strings attached.

The most magical, fun-filled airplane adventure for kids! 

Pick a plane, load your passengers and take flight! Catch some sun at the beach then cool off in the arctic...","100,000",3.92,https://play-lh.googleusercontent.com/HNVLkeFwZalFkHX2hL1v2kAz11Bbs6HV8go2C0DUq8xBAcIslf40EPqSfFJp4MtpPCc
-0.11942225,9.982248,Garage Master - games for kids,Children,General play,"Unique kids game which will help your child to develop creativity! A car game for toddlers, with amazing heroes for both boys and girls. It is designed for children and toddlers 2+ years old.

Main features:
✔ Easy and smooth tap controls
✔ Choos...","1,000,000",3.79,https://play-lh.googleusercontent.com/gWJ_-N_u5nzjiZoWk4wbUlmW64l-ounqQlhyRumKGPWAExhDzLF88HCwW6OBR0_HHx4
3.7107234,11.381975,Preschool & Kindergarten 2 SE,Children,Learning play,"9 brand-new educational games for preschool and kindergarten aged kids! Featuring helpful voice narration, colorful animations, and fun sound effects these games will help your kids in 9 different subjects including counting, sorting, letters, phonic...",500,n/a,https://play-lh.googleusercontent.com/xbh_lePOA5D9WCAkRzs2a1OC7pSbQ4fhMlKBWXjKANTPZd5HmmX7msneTEWCrZ8MVQ
5.292343,12.724946,Elmo Loves 123s,Children,Numeracy development,"This is an app full of games, activities, and videos, which will help teach your child about numbers and counting. Numbers 1, 2 and 3 included. Upgrade to unlock numbers 4 through 20.


Elmo loves exploring numbers! This app has songs and videos a...","1,000,000",3.59,https://play-lh.googleusercontent.com/lmuFHKGsCb2IZQZJIa8UXyP9mErpcTVX6JZNcrrP3DnFfDo0bY64kknD3NKkcYAguRBR
2.9694984,11.215233,Funny Food Kids Learning Games,Children,Learning play,"The Funny Food Academy app is full of kindergarten learning games, where young ones can learn basic math for kids. Starting with kids a-z, it also has writing games that will have them learning loads! 🍉

This academy app with abc games for kids bri...","1,000,000",4.28,https://play-lh.googleusercontent.com/QxLRHCwWsYnd1-ibCeYg6YfIchKrj3rNSHinOBYgdXk0kyT2bhYfzoYQQgFwS7pSsvw
4.8368926,8.214083,English for kids,Children,Literacy - English / ABCs,"Our English learning app is very useful for your kids who need to improve English vocabulary, listening and reading skills. You can let your kids learn English with a wide range of vocabulary and lots of learning games for kids such as: listening, sp...","1,000,000",4.33,https://play-lh.googleusercontent.com/RDaDkf8_3otfI-Yoe-uIue0TckLkKlbu9pMOHE4bQcJIkwEcLuD6Fr-deph5DForNKQ
2.262963,11.086661,Kids Educational Games. Attention,Children,Learning play,"Kids Play Visual Games is an app that consists of 15 educational games developed to reinforce skills of visual and spatial perception, aimed at kids of all ages.
Each of these games will help your child to process information and implement visual sk...","1,000,000",3.22,https://play-lh.googleusercontent.com/avqdbjFunlnvPTP-mYtBrkOKUIg3GbtCaV7zEmmyd1PvHqcVIaG0aQ8bmVg7Npfv1uw
6.230124,9.084162,Learn Arabic for Kids,Children,Literacy - non-English,Learn Arabic for Kids is a great way to learn Arabic for kids between 3 and 15 years old. It is based on the Arabic alphabet and Arabic vocabulary and Maths (addition multiplication subtraction division) and short stories Arabic. Young learners begin...,"500,000",4.5,https://play-lh.googleusercontent.com/MdQELIcZWKVETR6LNx4RAUZfx0jYVn-b9LXNRZKQoubL6JCq31qZZ8MstdQ-jmpX-iQ
0.96807736,5.731699,WeParent,Parents,Parental support,"WeParent was featured by Parents, Romper, App Advice, NBC, ABC, and Forbes.

Developed by a team of divorced and single parents whose only mission is to make co-parenting simpler and less stressful.

Manage your custody schedules, organize calend...","5,000",1.0,https://play-lh.googleusercontent.com/bfgdJHRmhmDDimOVsXyHTVPuMLX3GlQBQN93J5pX94B8iSXp5mqd1xRizASi5Y9yriWK
2.5985472,12.158241,LogicLike: Games for kids,Children,Learning play,"👩‍🏫LogicLike is a collection of games that foster learning and help children boost their thinking skills. Our games get automatically adapted to your child's age to drive their logic, memory and focus in the best possible way.

🧩LogicLike puzzles f...","100,000",4.42,https://play-lh.googleusercontent.com/JvNhXheL03yCEvAkjMNmADaA2RR-hzqb1W7CNzam0_7S1dOOY-uSDiIiSfAivCBDywE
3.4430368,11.783602,Toddler games for 2-3 year old,Children,Learning play,"Educational toddler games for pre-kindergarten kids. Our app has 16 pre-k activities for toddlers that will help your kid or baby develop basic skills like hand eye coordination, fine motor, logical thinking and visual perception. These games will su...","10,000",n/a,https://play-lh.googleusercontent.com/5gDJlOxt4cN1cWa5jQNlyrqzuWozNMpp3BzAnWMqBeCcupph0FC4HaNfOoWDjF_Deg
0.9240145,10.828311,Zoo For Preschool Kids 3-9,Children,General play,"- In this application; We emphasize that  animal love, protecting animals and animals are part of our lives.

- Our application is designed for children in pre-school and developmental age.

- Our application is audible and visual.

- Our child...","1,000,000",4.8,https://play-lh.googleusercontent.com/vIcNuDyDZrvG_lhJt_EivqC9UmXhMybCL1bgLneBmcjObDZ1kstJMBS_aaXOAzGV810
6.4705677,10.25582,Russian alphabet for kids,Children,Literacy - non-English,"Learn Russian Alphabet with your kids. Colorful pictures, big images. Shake the phone to get a random letter.

Pronunciation of the letters and sounds helps children faster and easier to remember the alphabet.

For children from 2 to 7 years.

...","1,000,000",4.08,https://play-lh.googleusercontent.com/yhPNb-4YCwRnxMDxAb_KnRk-2dR_qLQK9WErnaa0rSO71RzEsvPrN_zl-62wwlkYPQ
-1.3961996,6.8466153,White Noise Baby,Parents,Helping babies to sleep,"Recommended by Katie Couric as an APP-solutely fabulous baby app for moms! Help your baby relax, stop crying, and sleep better.  Includes perfectly looped sounds that your baby will love such as taking a car ride, classical music, conch shell, and do...","1,000,000",4.64,https://play-lh.googleusercontent.com/lgiDlacb2hwkusFgPOjxDI9nUb-HoPnweXgnppc6IqaYawG_gt_kv8SOIIZACPDGbw
3.3814151,11.204057,Bimi Boo Baby Games for Kids,Children,Learning play,"Baby Games for Kids by Bimi Boo includes 15 learning games for 2, 3, 4, 5 year olds with 4 free preschool games! Baby games provide fun learning and entertainment experience for boys and girls. Games for kids is easy to play & learn. Toddlers also en...","5,000,000",4.15,https://play-lh.googleusercontent.com/-bYkzyIrCSiizdWcEGKvjpphqmmL1b8OHOXxsGRCVXvPakhg1dGlea0p3aeu7KAFB94
1.2303313,7.1166177,BabySparks - Development Activities and Milestones,Children,Learning play,"SUPPORT YOUR CHILD’S DEVELOPMENT THROUGH MEANINGFUL PLAY
Designed by child development experts and used by millions of parents and caregivers worldwide, BabySparks offers thousands of activities and milestones for children ages 0-3. You get a person...","1,000,000",3.44,https://play-lh.googleusercontent.com/cqGT8c8JskwX4Z6hPMBZKTfry2ykbjTwgmpSB5uyiJZqcY5jB-rHTF32gWxwWJ_Z8g
5.1455,12.704757,Ми-ми-мишки: Учим цифры! Счет для малышей от 2 лет,Children,Numeracy development,Bebebears: Learn Numbers is an educational game for preschool children. The game will help girls and boys familiarize themselves with the numbers from 1 to 100 by playing interesting mini-games. Learn the Numbers includes over 200 educational activit...,"100,000",n/a,https://play-lh.googleusercontent.com/aMo0FADmKYFLpP4vchP6sotD-21eiNl_3ssMBbqPDq1648uLnT0N5eBCq-ekDEVfQ7Y
3.108357,11.960012,Baby shapes & colors for kids,Children,Learning play,"Shapes and Colors is an educational game for kindergarten and preschool kids ages 2 to 5. Our app contains 15 learning activities for toddlers that allow them to learn by playing. These baby games will allow boys and girls to develop logic, memory, a...","5,000,000",4.05,https://play-lh.googleusercontent.com/yKPrH82J0yaEtDiDN1Yak8AxM4J6OLodhryZjteBpfRQneSX3_-4JQz8C61tJlInivU
0.6471744,13.165349,Toddler Paint and Draw,Children,Drawing and colouring,"• Simple interface designed for children ages 2-6
• 60 brushes and 40 backgrounds
• Multitouch: draw with multiple fingers

This game is ad free (contains no third party or commercial ads).
 
A painting game easy enough for kids to play on thei...","100,000",2.83,https://play-lh.googleusercontent.com/p-rS7N0c8E7K8uWlj1KPT_-fL-aS9zh9WfrzyQpUPyojdMU5iJuyLhi6JXuy46STMA
4.311419,13.511993,Kids Multiplication Math Games,Children,Numeracy development,"Free educational flash cards, multiplication games, math puzzles, and learning games for kids. Everything your child needs to start their early education is here in a fun, colorful, and free kids game!

The best way to learn multiplication tables a...","10,000,000",3.97,https://play-lh.googleusercontent.com/uvE-ZPHeDAoud1uBHa1Jadvm-3vONemv6rsCMPY9OCmKobB2r1DXYl83-wMw_Lkuduo
3.0300882,10.614825,Baby Games 2+ years old,Children,Learning play,"Our baby games are designed to give your toddler pleasure and gathers the most popular and loved baby games such as Puzzles, Fireworks, Drawings and so on.

- Great vector graphics
- 3 Alphabets are supported: Latin, Cyrillic, Greek
- Parental co...","500,000",n/a,https://play-lh.googleusercontent.com/2i1f7HR9RGbBT9n1mCr3a8HQWq5NAgh-7qQMq9vSR_c8SogU9OlR9IdwWc65wAMyHQ
4.51748,10.077383,Duck Duck Moose Reading,Children,Literacy - English / ABCs,"Go on a phonics adventure in the zoo: 9 different word and letter activities help kids learn by feeding and playing with animals!

An award-winning app based on Common Core State Standards, Duck Duck Moose Reading teaches phonics and reading skills...","100,000",4.41,https://play-lh.googleusercontent.com/D12Vs013oz8OuNWFNVlRCYfgtK2U3qnlsBDXlsEwsZ_YARqal1BHf5MV4YrbcjlTc1o
4.7039256,10.505401,Alphabet Puzzles For Toddlers,Children,Literacy - English / ABCs,"This free Alphabet Puzzles for Toddlers is an educational and entertaining game that helps your kids develop matching, tactile and fine motor skills while playing different puzzles. It is a nice, simple, fun, and colorful game for toddlers, preschool...","100,000",3.8,https://play-lh.googleusercontent.com/zaLlmxr-rSspb5nwV_gA9PSm5E8RE7d7mIXlEc7hQjrs8Qcky3ktFAq_lgVZsbDByeiM
2.1881661,8.868359,First | Fun Learning Games & TV,Children,General play,"First, the app by the babyfirsttv is the complete educational digital playground for your little ones (from 0 to 6)! In our subscription service, they will be able to independently learn with play & video episodes in an ad-free and COMPLETELY SAFE en...","1,000,000",3.88,https://play-lh.googleusercontent.com/UUh5xvpZ903m74Hf06H5gjZrdMxwD5bsW9rZPsmIkkSf9q5NRPM6ls9edckNfg2uNw
2.0470319,4.6552544,Losing Weight After Pregnancy,Parents,Parental support,"After giving birth, you may still have some fat and weight leftover you can get rid of. Burn off excess baby weight with help from a professional fitness trainer.

Losing the baby weight: many women wonder how long it takes to lose baby weight and ...","50,000",n/a,https://play-lh.googleusercontent.com/Or4EZTPnkiN5drVeaYBWey6pxb-laNQo0UyalTsjtACSR0ptT9qxoYSJTPvjk1MJbQ
